Eritrea,"Eritrea was conquered in 1890 by Italy, who hung onto it until World War II, when they were expelled by the British.  Eritrea was awarded to Ethiopia in 1952 as part of a federation. Ethiopia's annexation of Eritrea as a province ten years later sparked a 30-year struggle for independence, which ended in 1991 with Eritrean rebels defeating Ethiopian and Ethiopian-backed forces. Independence was overwhelmingly approved in a 1993 referendum, administered by the UN.
 Hopes were high when the new state was born but a new border war with Ethiopia erupted again in 1998 and ended only under UN auspices in December 2000. Eritrea briefly hosted a UN peacekeeping operation that monitored a 25 km-wide Temporary Security Zone on the border with Ethiopia. An international commission, organized to resolve the border dispute, posted its findings in 2002. However, final demarcation is on hold due to Ethiopian objections, and the border remains very tense to this day. Eritrea has since expelled the peacekeepers due to lack of support from the UN in having the border ruling enforced.
"
Mauritius,"The island of Mauritius was first discovered by Arab sailors, at some time in the 9th century, the exact date is unknown. At that time the island was uninhabited and covered in a dense forest. The Arab sailors were not interested in settling on the island which they named Dina Arobi or Dinarobin. Diogo Fernandes Pereira, a Portuguese sailor found the island in 1505 and decided to give it the name of Cerne. However, the Portuguese did not settle permanently on the island either.
 The first to colonise the island were the Dutch. They took possession of the island in 1598. The Dutch settlers landed on a bay in the south-eastern part of the island which was named Warwyck Haven after the commander VanWarwyck, the bay is now known as Grand Port. Mauritius also got its name during this period; the island was named after the Prince of Holland Mauritz de Nassau.
"
Jordan,"For most of its history since independence from British administration in 1946, Jordan was ruled by King Hussein (1953-99). A pragmatic ruler, he successfully navigated competing pressures from the major powers of the US, USSR and UK, various Arab states, Israel, and a large internal Palestinian population, through several wars and coup attempts. In 1989 he resumed parliamentary elections and gradually permitted political liberalization; in 1994 a formal peace treaty was signed with Israel. King Abdullah II - the eldest son of King Hussein and Princess Muna - assumed the throne following his father's death in February 1999. Since then, he has consolidated his power and established his domestic priorities, including an aggressive economic reform program. Jordan acceded to the World Trade Organization in January 2000, and signed free trade agreements with the United States in 2000, and with the European Free Trade Association in 2001. There is no hostility between Muslims and Christians, and Jordan is one of the most modern and liberal nations in the region.  However, Internet filtering is becoming the norm over time.
 Jordan can be divided into four regions:
"
Indonesia,"With 18,110 islands, 6,000 of them inhabited, Indonesia is the largest archipelago in the world. About 240 million people live in this fourth most populous country in the world — after China, India and the USA — and by far the largest country in Southeast Asia. Indonesia also has the largest Muslim population in the world. Indonesia's population is on course to overtake the US and become the third largest before 2044. In the decade that ended in 2010, population growth remained high at 1.49% each year but there is substantial Muslim opposition to boosting family planning.
 Indonesia markets itself as Wonderful Indonesia, and the slogan is quite true, although not necessarily always in good ways. Indonesia's tropical forests are the second-largest in the world after Brazil, and are being logged and cut down at the same alarming speed. While the rich shop and party in Jakarta and Bali. After decades of economic mismanagement 50.6% of the population still earns less than USD2/day according to figures compiled by the World bank in 2009. This had come down by 6% in the 2 years between 2007 and 2009.  
"
Kyrgyzstan,"The ancient Scyths inhabited much of present day Kyrgyzstan.  With their disappearance the Kyrgyz people moved from Siberia.  The Kyrgyz are descendants of tribes from the Tuvan region of Russia, which migrated to the area now known as Kyrgyzstan in the 13th century, during the rise of the Mongol empire. In 1876 the area was incorporated into the Russian empire and later the Soviet Union.  With the tsarist annexation came numerous Slavic immigrants that displaced many of the Kyrgyz and planted crops on their pasture lands.  During World War I, many Kyrgyz refused to support the tsarist troops and many were massacred.  
 Following the creation of the Soviet Union, Kyrgyzstan changed dramatically as industrialization took over and brought factories, mines, and universities.  The Soviet influence on Kyrgyzstan was strongly felt and many of the pre-Soviet traditions and cultures were lost and are only being recently rediscovered.  In addition, ethnic minorities were deported to Kyrgyzstan, including Germans, Kurds, Chechens, Poles, and Jews.  In addition, Ouighur and Dungan Chinese Muslims settled in Kyrgyzstan.  This mix of populations makes Kyrgyzstan one of the most ethnically diverse populations in Asia.
"
Israel,"Israel was established as a state for the Jewish people, following the Second World War. Israel is considered part of the Holy Land (together with areas of Jordan, Egypt and the Palestinian Territories). The three major monotheistic religions—Judaism, Christianity, and Islam—all have historical ties to the region. Israel thus contains a vibrant modern history and culture, based in part on the diverse, immigrant origins of its inhabitants returning from the Jewish Diaspora. These aspects make Israel a fascinating destination for many travelers and pilgrims. As a result of this vast mix of culture, in addition to the official languages of Hebrew and Arabic, Russian, French, Spanish, Amharic and Yiddish are also spoken by a significant minority of Israelis. English in many ways acts as second language. Within Israel's recognized pre-1967 borders, about 80% of Israelis identify themselves as Jewish, the remainder classify themselves as either as Arab and/or Palestinian, Bedouin or Druze. 
 Israel is a highly urbanized and economically developed society and is therefore best divided for the traveler into its main cities and towns, followed by the regions and other sites.
"
Netherlands,"The Netherlands (Dutch: Nederland, also commonly, but incorrectly, called Holland in English) is a European country, bordering Germany to the east and Belgium to the south. The people, language, and culture of the Netherlands is referred to as ""Dutch"".
 With over 16 million people on an area of just 41,543 km2, it's a densely populated country with its gorgeous capital Amsterdam being just one of many interesting cities. Once a great naval power, this small nation boasts a wealth of cultural heritage and is famous for its painters, windmills, clogs and notoriously flat lands. A modern European country today, it preserved its highly international character and is known for its liberal mentality. As a founding member of EU and NATO, and host to the International Court of Justice in The Hague, the Netherlands is at the heart of international cooperation. Its small size, welcoming attitude to travellers and many sights make it a unique and fairly easy to discover destination and a great addition to any European trip.
"
Mexico,"Mexico (Spanish: México), officially the United Mexican States (Spanish: Estados Unidos Mexicanos), is a fascinating country in North America, lying between the United States of America to the north, and Guatemala and Belize to the southeast. 
 Its extensive coastlines of more than 10 000 km include the Gulf of Mexico and the Caribbean Sea to the east and the Pacific Ocean to the west. Mexico has pleasant and warm weather, unique food, art and archaeology, pyramids, museums, haciendas, superb architecture and 21st century cities, weather from snow mountains in the Sierras, to rainy jungles in the Southeast and desert in the Northwest, numerous golf courses, excellent fishing, and world-class destinations like Acapulco, Cancun, Cozumel, Los Cabos, and Mazatlan. Mexico is ranked as the 7th major destination for foreign visitors, according to the World Trade Organization.
"
Pakistan,"Pakistan (Urdu: پاکستان) is a large country (1.5 times the size of France) in South Asia. Located along the Arabian Sea, it is surrounded by Afghanistan to the west and northwest, Iran to the southwest, India to the east, and China to the northeast. It is strategically located astride the ancient trade routes of the Khyber and Bolan passes between Asia and Europe.
 The history of Pakistan traces back to the beginnings of human life in South Asia. Pakistan is home to the Indus Valley civilization, which is amongst the oldest in the world. The earliest archaeological traces of ancient Pakistanis are from 7000 BC in Mehrgarh, which grew to be the ""Indus Valley Civilization"". By 3300 BC, this civilization had well-planned towns and well-laid roads, but gave no evidence of weapons or fortifications.  This declined and disintegrated around 1900 BC, possibly due to drought and geological disturbances. Most historians say that the Vedic people, or Aryans, were later migrants, who encountered a civilization in decline and perhaps hastened that decline. According to this view, the Vedic people eventually occupied most of North India, while the descendants of the Indus Valley cultures moved south and gave rise to the Dravidian culture. The minority view challenges this Aryan Migration theory, claiming that the Indus Valley people were in fact the ones who compiled the Vedas. 
"
South Africa,"If you want to travel in southern Africa then South Africa is a good place to start. While you can fly into any country in southern Africa, most flights will route through South Africa anyway. South Africa is also a good place to get used to traveling in the region (though some would argue that Namibia is better for that). Of course South Africa is not only a jumping off point, it is itself a superb destination rich in culture, fauna & flora and history.
 Outsiders' views of South Africa are colored by the same stereotypes as the rest of Africa. Contrary to popular belief, South Africa is not devastatingly poor with an unstable government. South Africa is to a large extent two countries within one . On the one hand it is a first world state, especially the major cities such as Cape Town and Johannesburg, and and on the other hand it is under-developed and has large scale poverty. South Africa is one of the most unequal countries in the world where opulence and severe poverty can often be observed together. The rural part of South Africa remains among the poorest and the least developed parts of the world and poverty in the townships can be appalling, progress is being made. The process of recovering from apartheid, which lasted almost 46 years, is quite slow. In fact, South Africa's United Nations Human Development Index  which was slowly improving in the final years of apartheid, has declined dramatically since 1996, largely due to the AIDS pandemic, and poverty levels appear to be on the increase.  South Africa boasts a well-developed infrastructure and has all the modern amenities and technologies, much of it developed during the years of white minority rule. The government is stable, although corruption is common. The government and the primary political parties generally have a high level of respect for democratic institutions and human rights.
"
Sudan,"Sudan is afflicted by civil wars which have been raging, on and off, for more than 40 years. When the colonial map-makers divided up Africa, they included in Sudan the predominantly Muslim people of the north (including Nubians), who share much of their history and culture with Egyptians and Arabs, and the largely Christian and Animist Bantu people of the south, who have more in common with the rest of sub-Saharan Africa than with their northern countryfolk. 
After decades of civil war and a transitional period of self rule, South Sudan acceded to independence on July 9, 2011.
Conflicts still linger in the western region of Darfur, and in the South Kordofan and Blue Nile States, next to the border with Ethiopia and Eritrea. 
Since 1989, Sudan has been under the authoritarian rule of Omar Hassan Al-Bashir.
 Sudan is as geographically diverse as it is culturally; in the north, the Nile cuts through the eastern edge of the Sahara: the Nubian desert, the sites of the ancient kingdoms of Kush and Meroe, and the land of the Seti. Here, agriculture drives the economy. Staple crops include ful (fava beans), dates, tomato, and onion. The East and West are mountainous regions, and much of the rest of the country comprises of savannahs typical of much of central sub-Saharan Africa.
"
Uganda,"Uganda [1] is a country in East Africa. It is bordered to the east by Kenya, to the north by South Sudan, to the west by the Democratic Republic of the Congo, to the southwest by Rwanda, and to the south by Tanzania. Famously called the Pearl of Africa by Winston Churchill, it is home to one of the most diverse and concentrated ranges of African fauna including the highly endangered mountain gorilla and the endangered common chimpanzee. 
 Uganda is accessible and affordable, but not up to the high tourism standards of more mature destinations such as Kenya or Tanzania, much less South Africa. This gives it more edge, more authenticity and less predictability. This does not mean danger (but see Stay Safe section below), rather greater opportunities for delight -- and frustration. This is real Africa, the dirty urban bustle of Kampala bursting at the seams then giving way to lush subsistence farming and small villages. Roads are rough, people are friendly, everything seems to have a smell all its own, and not everything moves according to schedule or to plan. 
"
Austria,"Today's Austria is what was once the German speaking core and centre of power for the large multiethnic Austro-Hungarian Empire with its imperial capital in Vienna. This empire stretched eastwards from present-day Austria through much of east-central and south-central Europe. It included the entire territories of modern day Hungary, the Czech Republic, Slovakia, Slovenia, Croatia, Bosnia, and portions of Serbia, Romania, Ukraine, Poland and Italy. While Prussia united the German states to the north by force into one ""Germany"" in the latter part of the 19th Century, Austria remained oriented eastwards towards its diverse empire. However, from the start of the 20th century, the political history of Austria has been closely linked to the misfortunes and disasters of modern German history, mainly the First and Second World Wars and their terrible aftermath.
 The modern republic of Austria came into being in 1918 as a result of its defeat in World War I. In its wake, the empire was split into many components. They included Austria's current borders, an independent Hungary, lands given to Italy (South Tyrol, Trieste and Trentino), lands given to southern Poland (which also came about from lands taken from the Russian and German Empires), and an independent Czechoslovakia and the northern and western half of Yugoslavia. Following an unresisted invasion and annexation by Nazi Germany in 1938, Austria more or less functioned as a part of Nazi Germany during the Second World War. Thus, a large proportion of the population supported Hitler and Austria's incorporation into Germany. Austrian soldiers also fought in the Wehrmacht. Cities were bombed heavily by the Allies and concentration camps also existed on Austrian soil (such as Mauthausen near Linz).
"
Norway,"The petty Viking kingdoms of Norway were unified in 872 AD by Harald Fairhair. In the following period, Norwegians settled in many places, such as Iceland, the Faroe Islands and parts of Scotland and Ireland, where they founded Dublin. In the beginning of the 14th century, Norway and Sweden were unified as the Norwegian king was also elected king of Sweden. At the end of the century, the two countries and Denmark were unified in the so-called Kalmar Union.
 Sweden broke out of the union in 1521. Norway remained in union with Denmark until 1814. Only a few months after the declaration of independence, Norway entered into union with Sweden, though it must be noted that this union with Sweden allowed Norway to keep a great deal of independence.
"
Slovakia,"The main reasons to visit Slovakia are its natural beauty, vivid history and great opportunities for relaxation (and due to the small size of the country, it is quite easy to combine all three). For the same reasons Lonely Planet put it in as number 5 on its Best in Travel 2013 - Top 10 countries list [2], being best for ""culture, adventure and off the beaten track"".
 Slovakia has nine national parks, which cover a  relatively big portion of the country and feature the tallest part of the Carpathian Mountain Range, the High Tatras, which offer great opportunities for mountain and winter sports as well as great vistas. Geologically, a sizable part of Slovakia is made out of limestone, which in combination with many springs and rivers has resulted in formation of numerous caves (12 open to the public, several of which are UNESCO listed) and the beautiful rocky formations, canyons and waterfalls of the Slovak Paradise and Slovak Karst. Even outside these areas, there are some beautiful landscapes, and all of Slovakia is covered by thousands of well-marked hiking trails.
"
Hong Kong,"Hong Kong is the first Special Administrative Region (SAR) of China (the other being Macau). Before the transfer of sovereignty was returned to China in 1997, Hong Kong had been a British Colony for nearly 150 years. As a result, most infrastructure inherits the design and standards in Britain. During the 1950s to 1990s, the city-state developed rapidly, becoming the first of the ""Four Asian Tigers"" through the development of a strong manufacturing base and later a financial sector. Hong Kong is now famous for being a leading financial centre in East Asia, with the presence of local and some of the most recognized banks from around the world. Hong Kong is also famous for its transition port, transporting a significant volume of exports from China to the rest of the world. With its political and legal independence, Hong Kong is known as the Oriental Pearl with a twist of British influence in the culture.
 Hong Kong is much more than a harbour city. The traveller weary of its crowded streets may be tempted to describe it as Hong Kongcrete. Yet, this territory with its cloudy mountains and rocky islands is mostly a rural landscape. Much of the countryside is classified as Country Park and, although 7 million people are never far away, it is possible to find pockets of wilderness that will reward the more intrepid tourist.
"
Tonga,"There were pro-democracy riots in Nuku'alofa in November 2006 which left 8 people dead and large portions of the town centre flattened (by fire). Tonga is one of the last absolute monarchies in the world and is based upon an essentially feudal system where the king disburses land and positions without recourse to any elected body. Although Tongan royalty is largely loved and revered by Tongans, younger people have an appetite for stronger accountability and a more modern constitution. An election was held in November 2010. This was planned to lead to a major reduction in the powers of the King and the land-owning nobility in favour of a more democratic form of governance. However, of the 26 seats in Parliament only 17 are elected, with the rest being allocated to the nobles. After some horse trading, it was a noble who emerged as the Prime Minister.
 Tonga has an economy with none of the corporate chain stores and with local small businesses providing all necessary goods and services. Tourists were not a target during the riots and you will find Tonga a friendly and appealing place to visit although don't expect the same level of infrastructure as in more developed countries. Rebuilding after the riots in Nuku'alofa has been more or less completed and there are abundant tourism facilities.
"
Germany,"Germany is one of the most influential European nations culturally, and one of the world's main economic powers. Known around the world for its precision engineering and high-tech products, it is equally admired by visitors for its old-world charm and ""Gemütlichkeit"" (coziness). If you have perceptions of Germany as simply homogeneous, it will surprise you with its many historical regions and local diversity.
 The roots of German history and culture date back to the Germanic tribes and after that to the Holy Roman Empire. Since the early middle ages Germany started to split into hundreds of small states. It was the Napoleonic wars that started the process of unification, which ended in 1871, when a large number of previously independent German kingdoms united under Prussian leadership to form the German Empire (Deutsches Kaiserreich). This incarnation of Germany reached eastward all the way to modern day Klaipeda (Memel) in Lithuania and also encompassed the regions of Alsace and Lorraine of today's France, a small portion of eastern Belgium (Eupen-Malmedy), a small border region in southern Denmark and over 40% of contemporary Poland. The empire ended in 1918 when Emperor (Kaiser) Wilhelm II was forced to abdicate the throne at the time of Germany's defeat at the end of World War I (1914-1918) and was followed by the short-lived and ill fated so called Weimar Republic, which tried in vain to completely establish a liberal, democratic regime. Because the young republic was plagued with massive economic problems stemming from the war (such as hyperinflation) and disgrace for a humiliating defeat in World War I, strong anti-democratic forces took advantage of the inherent organizational problems of the Weimar Constitution and the Nazis were able to seize power in 1933. 
"
Lithuania,"Lithuania is an active member of the European Union (since 1 May 2004) and North Atlantic Treaty Organization (since 29 Mar 2004). Lithuania is the only Baltic country with more than eight hundred years of statehood tradition and its name was first mentioned one thousand years ago, in 1009. Wedged at the dividing line of Western and Eastern civilizations, Lithuania battled dramatically for its independence and survival. Once in the Middle Ages (15th century), Lithuania was the largest state in the entire continent of Europe, where crafts and overseas trade prospered.
 In 1579, Vilnius University, an important scientific and education centre of the European scale, was opened. In the 16th century, Lithuania adopted its First, Second and Third Statutes. The Statutes were not only the backbone of the legislative system, they also had a major impact on the legislation of other European states of the time. Despite losing its independence, Lithuania managed to retain its Third Statute in force for as many as 250 years, which was instrumental in the preservation of national and civic self-awareness. The Constitution of Poland-Lithuania together with the French Constitution, both adopted in 1791, were the first constitutions in Europe (The Polish-Lithuanian constitution was adopted few months earlier than the French).
"
Vietnam,"Vietnam's history is one of war, colonisation and rebellion. Occupied by China no fewer than four times, the Vietnamese managed to fight off the invaders just as often. At various points during these thousand years of imperial dynasties, Vietnam was ravaged and divided by civil wars and repeatedly attacked by the Songs, Mongols, Yuans, Chams, Mings, Dutch, Qings, French and the Americans. The victories mostly belonged to the Vietnamese but, even during the periods in history when Vietnam was independent, it was mostly a tributary state to China until the French colonisation. Vietnam's last emperors were the Nguyễn Dynasty, who ruled from their capital at Hue from 1802 to 1945, although France exploited the succession crisis after the fall of Tự Đức to de facto colonise Vietnam after 1884. Both the Chinese occupation and French colonisation have left a lasting impact on Vietnamese culture, with Confucianism forming the basis of Vietnamese social etiquette, and the French leaving a lasting imprint on Vietnamese cuisine.
 After a brief Japanese occupation in World War II, the Communist Viet Minh under the leadership of Hồ Chí Minh continued the insurgency against the French, with the last Emperor Bao Dai abdicating in 1945 and a proclamation of independence following soon after. The majority of French had left by 1945, but in 1946 they returned to continue the fight until their decisive defeat at Dien Bien Phu in 1954. The Geneva Conference partitioned the country into two at 17th parallel, with a Communist-led North and Ngo Dinh Diem declaring himself President of the Republic of Vietnam in the South.
"
Solomon Islands,"The Solomon Islands are believed to have been inhabited by Melanesian people for thousands of years. It is believed that Papuan speaking settlers began to arrive around 30,000 BC. Austronesian speakers arrived circa 4,000 BC also bringing cultural elements such as the outrigger canoe. It is between 1,200 and 800 BC that the ancestors of the Polynesians, the Lapita people, arrived from the Bismarck Archipelago with their characteristic ceramics.
 The first European to visit the islands was the Spanish navigator Álvaro de Mendaña de Neira, coming from Peru in 1568. The people of Solomon Islands were notorious for headhunting and cannibalism before the arrival of the Europeans. Missionaries began visiting the Solomons in the mid-19th century. They made little progress at first, because ""blackbirding"" (the often brutal recruitment of laborers for the sugar plantations in Queensland and Fiji) led to a series of reprisals and massacres. The evils of the labor trade prompted the United Kingdom to declare a protectorate over the southern Solomons in June 1893. 
"
Kuwait,"Some Kuwaitis trace their roots to the Al-Aniza and the Al-Utubya tribes from  Najd province, in modern Saudi Arabia. They moved to Qatar and then to Al-Qurain. Others come from what is now Iran, or Iraq. (The word 'Kuwait' is derived from Koot, the Arabic word for fortress), which is in modern day Kuwait bay around 1710. 
 By 1752, the long term residents of Al-Qurain decided that the instability of the region, caused by warring tribes, called for the establishment of a stable government. The Al-Sabah tribe was chosen to rule, and the first Sheikh was Sabah ibn Jaber, who ruled as Sabah I, from 1752 to 1756. The Sabah's were skilful diplomats, and weathered out religious and tribal strife successfully. They dealt with the Ottomans, the Egyptians and Europeans. 
"
Trinidad and Tobago,"The islands were first inhabited by Arawak and Carib people, who settled here from the South American mainland, and whose descendants make up a small minority of the population. Trinidad was discovered by Christopher Columbus, who claimed it for Spain.The Spaniards brought their diseases but the Arawaks and Caribs were not used to their diseases so some soon died out. Under Spanish rule, large numbers of French settlers established cocoa plantations in Trinidad and imported slaves to work them. The British seized the island in 1798, and abolished slavery. To make up for the labor shortage the government encouraged heavy immigration from countries such as Portugal, France, Germany, China, and most importantly India. Trinidad was united with Tobago in the 1880's. Throughout the early 1900's the country welcomed thousands of mostly black immigrants from other Caribbean countries, as well as Venezuela and Colombia. Following World War II, TT was combined with various other British Caribbean countries into the West Indies Federation, but the different countries could not get along and the federation soon collapsed. TT eventually achieved complete independence on August 31, 1962. Throughout the sixties and seventies, the country prospered thanks to large deposits of oil and natural gas, becoming the wealthiest nation in the Caribbean. However, in the late eighties, oil prices dropped significantly, causing a major economic meltdown. Thousands of Trinidadians left the country at this time, in search of better opportunities elsewhere. Throughout the 90's and 2000's the country recovered dramatically and it continues to improve today.
 To date there are still descendants of Caribs and Arawaks in Trindad and Tobago. In Arima the Carib community celebrate their feast every August.
"
Ukraine,"While tourists are unlikely to be the intended targets of violence, current protests cause complications to visitors, since services are disrupted.
 Despite a brief, but uncertain, flash of independence at the end of the czarist regime, Ukraine was incorporated into the new USSR after the Russian Civil War in 1922 and subject to two disastrous famines (1932-33 and 1946) as well as brutal fighting during World War II. As a Soviet republic, the Ukrainian language was often 'sidelined' when compared to Russian to varying degrees; Stalinist repressions during the 1930s, attempts at decentralisation during the Khrushchev administration and the tightening of control again during the Brezhnev-Kosygin era of the 1970s and early 1980s. In any case, the traditionally bilingual province had signs in both Russian and Ukrainian in virtually all cities, including Lviv, where Ukrainian is most prevalent. The 1986 Chernobyl accident was a further catastrophe to the republic but also widely considered as an event which, in the long run, galvanized the population in regional sentiment and led to increasing pressure on the central government to promote autonomy.
"
Cambodia,"Cambodia has had a pretty bad run of luck for the last half-millennium or so. Ever since the fall of Angkor in 1431, the once mighty Khmer Empire has been plundered by all its neighbours. It was colonized by the French in the 19th century, and during the 1970s suffered heavy carpet bombing by the USA.  After a false dawn of independence in 1953, Cambodia promptly plunged back into the horrors of civil war in 1970 to suffer the Khmer Rouge's incredibly brutal reign of terror, and only after UN-sponsored elections in 1993 did the country begin to totter back onto its feet.
 Much of the population still subsists on less than the equivalent of US$1 a day, the provision of even basic services remains spotty, and political intrigue remains as complex and opaque as ever; but the security situation has improved immeasurably, and increasing numbers of visitors are rediscovering Cambodia's temples and beaches. Siem Reap, the gateway to Angkor, now sports luxury hotels, chic nightspots, ATMs, and an airport fielding flights from all over the region, while Sihanoukville is getting good press as an up-and-coming beach destination. However travel beyond the most popular tourist destinations is still an adventure.
"
Maldives,"Maldives was for the most part unknown to tourists until the early 1970s. Just 185 of the islands are home to its 300,000 inhabitants. The other islands are used entirely for economic functions, of that tourism and agriculture are the foremost dominant. Tourism accounts for 28% of the GDP. Over 90% of the state government income comes from import duties and tourism-related taxes. 
 Formerly a Sultanate under Dutch and British protection, the Maldives are now a republic.  Long ruled over with an iron fist by Maumoon Abdul Gayoom, who did not hesitate to jail dissidents and was re-elected five times in more or less rigged elections, resistance to his rule culminated in violent rioting in 2003 and 2004. Under international pressure, free and fair elections were finally held in 2008, and Gayoom gracefully conceded defeat to opposition leader Mohamed Nasheed, ""Anni"". Following protests that started on May 1, 2011, Mohamed Nasheed was forced to resign from office on February 7, 2012. Mohammed Waheed Hassan
, supported by the former dictator, was appointed president of the Maldives. There have been reports on violence and human rights violations by the security forces against protesters backing Nasheed. The next elections are to be held in July 2013.
"
Tunisia,"Recent decades have clearly seen government neglect of the country. Consequently the economy is depressed, infrastructure showing signs of decay and mass tourism has largely deserted the country. This is unfortunate as Tunisia has much to offer. However, there are also signs of renewal, especially in Tunis. Expect to be adaptable and patient and you will be rewarded.
 Tunisia has a rich cultural history, ever since Antiquity.  The Carthaginian Empire, Rome's arch enemy, was centered in Tunisia.  Its capital, Carthage, is now a suburb of Tunis.  Founded by Phoenician settlers from Tyre and Sidon (modern day Lebanon), Carthage was an ancient Mediterranean powerhouse.  Three wars between Rome and Carthage (known as the Punic wars) were waged in the first few centuries before the birth of Christ.  These culminated with the decimation of Carthage in 146 B.C. by the Roman general Scipio, who is said to have wept at its destruction.  
"
Thailand,"The United States of America Department of State-Bureau of Consular Affairs issued a Travel Alert to American citizens advising of the potential risks of travel to Thailand, particularly Bangkok, due to ongoing political and social unrest. They said that the situation is unpredictable and that ongoing demonstration activity, primarily in the greater Bangkok area and occasionally elsewhere in Thailand, is expected to continue for the foreseeable future. The alert was last updated on May 23, 2014 and is currently set to expire on August 21, 2014. At this time non-essential travel to Thailand is extremely not recommended by the United States of America Bureau of Consular Affairs and the Embassy of the United of America in Bangkok, Thailand and the Consulate-General of the United States of America in Chiang Mai, Thailand. 
 Thailand can be conveniently divided into five geographic and cultural regions:
"
Iran,"Known formally as Persia until 1935, Iran became an Islamic republic in 1979 after the ruling Shah was forced into exile. Conservative clerical forces subsequently crushed Westernisation and also any liberal/left-wing influences. Iranian student protesters seized the US Embassy in Tehran on 4 November 1979 and held hostages for 444 days -until 20 January 1981. From 1980 to 1988, Iran fought a bloody, indecisive war with neighboring Iraq over disputed territory. Key current issues affecting the country include the pace of accepting outside modernising influences and reconciliation between clerical control of the regime and popular government participation and widespread demands for reform. Inflation and unemployment (particularly among youth) are major economic challenges. 
 Humans have inhabited the area that makes up modern Iran since the Stone Age. The ancient Persians arrived about 1500 BC, one branch of the great movement of people that also brought northern India and most of Europe their modern populations. The name Iran is from the same root as ""Aryan"" which, until Hitler perverted it, was just an ancient name for those arriving peoples. Persian (natively known as Farsi) is an Indo-European language; ancient Persian was related to Sanskrit, ancient Greek, and all the others in that family. Persians are ethnically and linguistically unrelated to their neighbours on the west, the Arabs and Turks.
"
Angola,"It's bordered by Namibia in the south, Zambia in the east and the Republic of Congo, as well as the Democratic Republic of the Congo in the north.
 The people of Angola are stoics. They have a deep understanding of patience, and avoid blaming the difficulties the country faces on the fact that there was war. In fact, Angolans behave as if there was no war although it is deep rooted in every Angolan. Music is the heart and soul of every Angolan, and can be heard every where with anything used as an excuse to party. Angola has a wide range of music, mainly Kuduro, Kizomba, Semba, and Tarrachinha; the latter being more sensual than all the others. In all, it is safe to say that Angolans are fun loving people with a thirst for more of what life has to give. 
"
Chad,"For more than 2000 years, the Chadian Basin has been inhabited by agricultural and sedentary peoples. The region became a crossroads of civilizations. The earliest of these were the legendary Sao, known from artifacts and oral histories. The Sao fell to the Kanem Empire, the first and longest-lasting of the empires that developed in Chad's Sahelian strip by the end of the 1st millennium AD. The power of Kanem and its successors was based on control of the trans-Saharan trade routes that passed through the region. 
 French colonial expansion led to the creation of the Territoire Militaire des Pays et Protectorats du Tchad in 1900. By 1920, France had secured full control of the colony and incorporated it as part of French Equatorial Africa. The French primarily viewed the colony as an unimportant source of untrained labour and raw cotton. The colonial administration in Chad was critically understaffed and had to rely on the dregs of the French civil service. 
"
Bangladesh,"British India was partitioned by joint leaders of the Congress, All India-Muslim League and Britain in the summer of 1947, creating the commonwealth realms of the Islamic Republic of Pakistan and a Republic of India. Bangladesh came into existence in 1971 when Bengali-speaking East Pakistan seceded from its union with Punjabi dominated West Pakistan after a 9 month bloody war. Although Bangladesh emerged as an independent country only in 1971, its history stretches back thousands of years and it has long been known as a crossroads of history and culture. Here you will find the world's longest sea beach, countless mosques, the largest mangrove forest in the world, interesting tribal villages and a wealth of elusive wild life. Although relatively impoverished compared to its burgeoning South Asian neighbour India, Bangladeshis are very friendly and hospitable people, putting personal hospitality before personal finances.
 Ready-made garments, textiles, pharmaceuticals, agricultural goods, ship building and fishing are some of the largest industries. The gap between rich and poor is increasingly obvious and the middle-class is fast-shrinking, as in the rest of Asia, especially in cities such as Dhaka and Chittagong as you move around between the working class old city and affluent neighborhoods like Gulshan and Baridhara.
"
Egypt,"Egypt' (Arabic: ""مصر; officially, the Arab Republic of Egypt, Arabic: جمهورية مصر العربية) is in north-eastern Africa with its capital located in its largest city, Cairo. Egypt also extends into Asia by virtue of holding the Sinai Peninsula. Egypt is bordered by Israel and the Gaza Strip to the north-east, by Sudan to the south and by Libya to the west. The country is bounded by the Mediterranean and Red Seas (to the north and east respectively) and geographically dominated both by the Nile River and its fertile well-watered valley, and by the Eastern and Western deserts.
 Egypt is perhaps best known as the home of the ancient Egyptian civilization, with its temples, hieroglyphs, mummies, and - visible above all - its pyramids. Less well-known is Egypt's medieval heritage, courtesy of Coptic Christianity and Islam - ancient churches, monasteries and mosques punctuate the Egyptian landscape. Egypt stimulates the imagination of western tourists like few other countries and is probably one of the most popular tourist destinations world-wide.
"
